"","X","ประเภทสถานศึกษา","ที่ตั้งสถานศึกษา","จำนวนรายวิชาที่ลงทะเบียน","จำนวนรายวิชาonline","จำนวนรายวิชาonsite","ระดับความพร้อมสถานศึกษา","videoConference","Live","LMS","groupChat","email","collapApps","clipVideo","อายุเฉลี่ยผู้สอน","ภาพรวมความสามารถในการใช้สื่อเทคโนโลยีของผู้สอน","climate.online1","climate.online2","climate.online3","climate.onsite1","climate.onsite2","climate.onsite3","เพศผู้เรียน","ระดับชั้น","ภูมิลำเนา","สไตล์การเรียนที่ชอบ","smartphone","ipad","computer","ความพร้อมของinternet","บรรยากาศที่พักอาศัย","ความสามารถผู้เรียนในการใช้เทคโนโลยี","ความคิดเห็นต่อการเรียน","interaction.online1","interaction.online2","interaction.online3","interaction.onsite1","interaction.onsite2","interaction.onsite3","ความเครียดขณะเรียนonline","ความเครียดขณะเรียนonsite","outcome.online1","outcome.online2","outcome.online3","outcome.online4","outcome.onsite1","outcome.onsite2","outcome.onsite3","outcome.onsite4"
"733",733,"มหาวิทยาลัย","อิสาน",6,5,1,3,0,0,1,1,1,1,1,3,1,1,1,1,4,4,4,1,3,"กลาง",1,1,0,1,NA,1,2,3,2,1,3,3,4,4,5,3,1,1,1,27.5503396438476,3,4,3,57.2135136990195
"734",734,"มหาวิทยาลัย","อิสาน",6,6,0,4,1,0,1,1,0,0,1,3,2,NA,2,4,3,5,5,2,2,"กลาง",1,1,1,1,0,1,3,2,4,2,2,4,3,3,1,4,3,2,3,46.3230095911437,1,2,3,45.7492997779409
"735",735,"มหาวิทยาลัย","อิสาน",7,0,7,1,0,0,0,0,0,0,0,3,1,1,2,3,2,2,3,1,3,"กลาง",1,0,0,1,0,2,1,1,1,1,1,5,4,3,2,5,1,1,1,21.0683454070522,2,2,1,31.7149155529258
"736",736,"มหาวิทยาลัย","อิสาน",7,5,2,4,1,1,0,1,0,1,0,3,2,2,1,1,4,NA,3,1,3,"กลาง",2,1,1,1,0,1,3,3,2,3,3,4,5,3,3,NA,2,2,2,34.9737987576328,1,2,1,43.5675248610005
"737",737,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,1,1,1,1,0,1,3,1,2,1,1,3,3,2,1,3,"กลาง",1,0,0,1,0,1,1,3,2,1,1,3,5,4,1,2,1,1,1,28.5236816936899,2,2,3,52.0075425480678
"738",738,"มหาวิทยาลัย","อิสาน",5,5,0,4,0,1,1,1,1,1,1,3,1,2,NA,2,4,4,5,1,5,"ใต้",2,1,0,1,0,1,2,2,2,3,NA,3,4,3,1,1,1,1,1,24.4221211334789,1,3,1,43.198978886796
"739",739,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,1,0,1,1,1,3,2,1,2,2,1,1,1,1,4,"กลาง",2,1,1,1,0,NA,3,2,2,2,3,5,5,3,5,1,1,1,1,40.361336822573,2,2,2,48.2114490712543
"740",740,"มหาวิทยาลัย","อิสาน",6,6,0,2,1,0,0,0,1,1,1,3,2,2,2,1,4,NA,4,1,4,"ใต้",2,0,0,1,0,2,1,1,1,1,1,3,3,4,3,5,1,1,1,26.5139300700656,2,1,1,45.514122970604
"741",741,"มหาวิทยาลัย","อิสาน",5,0,5,1,0,0,0,0,0,0,0,3,2,3,2,1,3,2,1,2,5,"กลาง",1,1,0,NA,0,1,2,1,1,1,1,5,4,2,5,5,1,1,1,31.0571373452957,1,1,3,51.1813328402707
"742",742,"มหาวิทยาลัย","อิสาน",6,4,2,3,0,0,1,1,1,0,1,3,1,1,1,1,4,NA,4,2,3,"เหนือ",1,1,1,1,1,1,3,2,3,3,3,3,4,3,1,2,1,2,1,26.4304717037442,1,1,NA,26.5609226668808
"743",743,"มหาวิทยาลัย","อิสาน",7,7,0,5,0,1,1,0,0,1,0,3,1,1,1,3,1,2,1,2,2,"กลาง",1,1,0,1,1,1,NA,3,2,2,2,3,3,4,5,3,2,2,1,39.9448244495667,2,2,2,36.3619420439489
"744",744,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,0,0,0,1,1,0,3,2,2,2,3,2,4,2,1,3,"กลาง",1,1,0,1,0,2,3,3,1,1,1,3,4,NA,4,3,2,1,1,46.5582843663069,3,2,3,54.2354857630008
"745",745,"มหาวิทยาลัย","อิสาน",6,5,1,3,0,1,1,0,1,1,1,3,1,2,2,1,3,2,1,1,4,"ใต้",3,1,0,1,0,2,3,NA,2,2,2,3,3,5,5,5,2,1,1,37.2203871551326,3,1,2,44.2479984290804
"746",746,"มหาวิทยาลัย","อิสาน",4,4,0,2,1,1,0,0,1,1,1,3,1,1,1,3,4,3,3,2,3,"อิสาน",3,0,0,1,1,1,1,3,1,2,1,3,3,4,5,1,1,1,1,30.2149315387988,1,1,1,43.8518488473892
"747",747,"มหาวิทยาลัย","อิสาน",6,0,6,3,0,0,0,0,0,0,0,3,2,1,1,2,1,1,2,2,2,"กลาง",2,1,0,1,0,2,2,1,1,1,2,3,4,3,4,2,1,1,1,27.269866338675,1,1,1,30.7978122048641
"748",748,"มหาวิทยาลัย","อิสาน",7,7,0,2,1,1,1,0,1,1,1,3,1,1,1,1,2,3,3,2,3,"กลาง",1,1,1,1,0,2,3,2,2,3,3,5,5,5,1,3,1,1,1,33.7997513272984,2,2,2,46.7853299612754
"749",749,"มหาวิทยาลัย","อิสาน",4,4,0,3,1,1,1,0,0,0,1,3,1,NA,1,2,5,2,1,1,2,"อิสาน",3,1,1,1,1,1,3,2,3,2,2,3,3,4,4,1,2,2,2,34.5529862844126,1,2,1,36.4163278383165
"750",750,"มหาวิทยาลัย","อิสาน",7,5,2,2,0,0,1,0,1,0,1,3,1,1,1,1,5,4,4,1,2,"กลาง",2,1,NA,1,1,1,2,2,3,3,2,3,5,4,4,5,2,1,2,34.4596085946451,3,3,2,53.1459927977009
"751",751,"มหาวิทยาลัย","อิสาน",7,7,0,4,0,1,0,0,0,1,0,3,2,3,1,2,2,3,1,1,4,"กลาง",1,1,1,1,1,2,3,3,2,2,2,4,3,4,1,1,1,2,1,35.1320379019098,1,1,2,NA
"752",752,"มหาวิทยาลัย","อิสาน",6,0,6,2,0,0,0,0,0,0,0,3,1,1,1,1,5,5,4,1,2,"เหนือ",1,0,1,1,0,2,3,1,2,1,1,4,3,4,1,NA,1,1,1,24.3582287448434,1,3,1,50.1088897970182
"753",753,"มหาวิทยาลัย","อิสาน",7,0,7,2,0,0,0,0,0,0,0,3,2,3,2,1,3,3,3,1,2,"กลาง",2,0,0,1,0,2,1,1,1,1,1,3,3,3,2,1,1,1,1,48.2301338556164,2,1,1,31.6705492379356
"754",754,"มหาวิทยาลัย","อิสาน",5,2,3,2,0,1,1,0,0,1,0,3,2,3,2,3,2,2,3,2,3,"กลาง",1,1,0,1,0,NA,1,1,1,1,1,3,4,3,5,5,1,2,1,36.2843716424071,1,1,2,44.229257517157
"755",755,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,1,0,0,1,1,1,3,2,2,2,3,3,2,3,2,3,"กลาง",2,1,0,1,1,1,1,3,1,1,1,3,4,4,5,5,1,1,1,34.2719834717469,1,2,1,49.8673475718815
"756",756,"มหาวิทยาลัย","อิสาน",7,7,0,2,0,1,0,0,0,1,1,3,2,2,2,4,3,4,3,2,2,"เหนือ",1,1,0,1,0,1,1,3,2,1,1,3,3,3,2,3,1,1,2,37.8329831534246,3,1,3,51.2124294052306
"757",757,"มหาวิทยาลัย","อิสาน",5,3,2,2,1,0,1,0,1,1,1,3,1,1,1,1,5,3,3,1,2,"กลาง",1,1,1,1,1,1,3,NA,2,3,2,5,3,3,1,3,1,2,2,38.5057483925418,1,3,1,45.5321208382084
"758",758,"มหาวิทยาลัย","อิสาน",5,5,0,3,1,0,1,0,1,1,0,3,1,2,2,3,4,3,3,2,5,"ใต้",2,1,0,1,0,1,2,3,3,2,NA,3,3,4,5,2,2,2,1,40.162515962471,2,1,2,41.6057208598546
"759",759,"มหาวิทยาลัย","อิสาน",6,6,0,5,0,1,1,1,0,1,1,3,1,1,1,2,2,2,1,1,3,"เหนือ",1,1,0,1,1,1,2,2,3,2,3,4,4,5,2,4,1,1,1,36.3955359325616,1,1,2,37.4552897821206
"760",760,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,0,0,1,1,0,3,2,1,NA,3,2,1,2,2,4,"กลาง",1,1,0,1,0,NA,1,3,1,1,1,3,3,5,4,1,1,1,3,33.3438094541008,3,3,2,50.0313689620678
"761",761,"มหาวิทยาลัย","อิสาน",5,2,3,3,0,0,0,0,1,1,1,3,1,2,1,2,3,1,2,2,3,"กลาง",2,1,0,1,1,1,2,3,2,1,1,5,4,5,1,2,1,1,1,39.5184459698299,2,2,3,45.7485946799584
"762",762,"มหาวิทยาลัย","อิสาน",7,6,1,3,0,1,1,0,1,1,1,3,1,3,1,2,4,1,3,1,3,"กลาง",2,1,1,1,1,1,3,2,3,2,3,4,3,3,1,1,1,1,1,31.5950564802639,3,2,2,47.7573495342048
"763",763,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,1,1,1,1,0,3,2,2,1,2,5,5,NA,1,3,"กลาง",2,1,1,1,1,1,3,2,2,2,4,4,3,3,1,1,2,3,2,46.5226931064518,1,2,2,31.6816066621223
"764",764,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,3,1,NA,1,1,3,3,3,1,5,"กลาง",2,1,0,1,1,2,2,1,1,1,1,5,5,4,1,4,1,1,1,28.3365181287607,2,2,3,55.540176910901
"765",765,"มหาวิทยาลัย","อิสาน",5,5,0,4,1,0,1,1,0,1,0,3,1,1,1,2,2,1,3,1,3,"กลาง",1,1,0,1,0,2,3,3,2,2,2,NA,5,5,4,5,1,1,1,37.4995253178904,2,2,2,49.8212493304518
"766",766,"มหาวิทยาลัย","อิสาน",7,7,0,2,1,0,0,0,1,1,1,3,2,NA,2,2,4,5,5,1,5,"ใต้",2,1,0,1,0,1,2,3,2,3,2,3,3,3,5,5,2,1,1,44.3338726373043,2,2,1,40.1752412369086
"767",767,"มหาวิทยาลัย","อิสาน",7,7,0,4,1,1,0,0,1,1,1,3,1,2,1,1,2,3,NA,1,3,"ใต้",1,1,0,1,0,1,2,2,2,2,2,4,4,4,2,5,1,1,1,35.5167735558909,1,2,1,40.8376646729437
"768",768,"มหาวิทยาลัย","อิสาน",6,0,6,2,0,0,0,0,0,0,0,3,2,2,1,1,NA,5,4,2,5,"เหนือ",2,1,0,1,1,2,2,1,1,NA,1,3,3,3,1,1,1,1,1,19.2876543972556,2,2,1,45.0520073681283
"769",769,"มหาวิทยาลัย","อิสาน",6,6,0,2,1,1,0,0,1,1,0,3,1,2,3,1,5,5,5,1,5,"เหนือ",1,1,0,1,1,2,3,2,2,3,3,3,3,4,1,5,1,1,1,34.2781418530932,2,3,2,52.5561174906501
"770",770,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,0,0,0,1,1,3,3,2,3,2,1,1,1,1,4,"เหนือ",2,1,0,1,1,2,1,3,1,2,1,3,4,3,3,1,1,1,1,36.8641339214992,2,1,2,34.2319216319765
"771",771,"มหาวิทยาลัย","อิสาน",7,3,4,3,1,1,1,0,0,1,1,3,2,3,3,2,2,1,4,2,2,"กลาง",3,1,0,1,1,1,2,3,3,2,2,3,3,5,2,1,2,2,2,40.3189095074878,1,2,1,51.4830286301681
"772",772,"มหาวิทยาลัย","อิสาน",7,6,1,3,1,1,0,1,1,1,1,3,1,1,1,2,3,3,5,1,2,"กลาง",2,0,1,1,1,2,2,3,1,2,1,3,3,3,3,3,1,1,1,32.3243192809496,2,1,1,41.450267253251
"773",773,"มหาวิทยาลัย","อิสาน",7,7,0,4,1,1,1,0,0,1,1,3,2,2,1,2,5,3,2,1,2,"กลาง",3,1,1,1,1,1,3,2,2,1,2,3,4,3,3,1,1,1,1,36.4340001847542,1,2,2,43.4924721604978
"774",774,"มหาวิทยาลัย","อิสาน",3,1,2,1,0,0,0,0,1,1,1,3,2,2,3,3,2,3,2,1,4,"กลาง",2,1,0,1,1,1,2,1,1,2,2,3,3,3,5,2,1,1,1,33.9011145894669,1,1,1,30.8166728427253
"775",775,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,0,0,0,1,1,0,3,2,3,3,2,3,4,4,1,3,"กลาง",2,1,1,1,1,1,3,2,2,3,2,3,4,5,3,1,1,2,2,40.2800911965602,1,1,1,35.6805314860092
"776",776,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,2,"กลาง",3,1,1,1,1,1,3,2,NA,3,2,3,3,3,1,5,3,3,1,38.8419331690758,1,2,1,35.6934906197399
"777",777,"มหาวิทยาลัย","อิสาน",5,0,5,1,0,0,0,0,0,0,0,3,1,1,1,2,5,3,NA,2,5,"ใต้",2,1,0,1,1,2,2,1,2,1,1,3,3,3,5,4,1,1,1,38.9124082430759,3,2,2,42.3640009953658
"778",778,"มหาวิทยาลัย","อิสาน",7,3,4,2,0,1,1,0,1,1,0,3,1,2,2,2,3,NA,3,1,2,"กลาง",2,1,0,1,1,2,2,3,1,1,1,4,4,5,5,1,1,1,1,38.7281570146865,2,3,3,46.3878865603849
"779",779,"มหาวิทยาลัย","อิสาน",6,5,1,1,0,0,0,0,1,1,0,3,3,3,1,3,2,3,3,1,4,"อิสาน",1,0,0,1,0,2,1,3,1,1,1,5,3,5,1,1,1,1,1,30.1645416314292,1,1,1,27.7717771426702
"780",780,"มหาวิทยาลัย","อิสาน",7,0,7,2,0,0,0,0,0,0,0,3,2,1,1,1,5,NA,4,1,2,"ใต้",2,1,1,1,0,2,3,1,1,1,2,5,3,4,2,1,1,2,1,44.3778088272344,1,3,1,39.5342118311785
"781",781,"มหาวิทยาลัย","อิสาน",6,6,0,4,0,1,1,1,0,1,1,3,1,1,1,1,4,3,3,1,5,"กลาง",3,1,0,1,1,1,3,2,2,2,3,4,4,4,3,4,1,2,1,29.6058257078105,2,2,3,43.6382113810175
"782",782,"มหาวิทยาลัย","อิสาน",7,5,2,2,1,1,1,0,0,1,1,3,1,NA,2,1,3,5,4,2,5,"เหนือ",2,1,0,1,1,1,2,3,1,NA,2,5,3,5,1,2,1,2,2,34.8810988227336,3,3,3,58.7736233326388
"783",783,"มหาวิทยาลัย","อิสาน",6,6,0,4,0,1,0,0,1,0,0,3,2,2,1,4,2,4,1,2,3,"เหนือ",2,1,0,1,0,1,2,3,2,1,1,4,4,4,1,5,2,1,1,NA,1,1,2,39.8666581640858
"784",784,"มหาวิทยาลัย","อิสาน",7,7,0,3,0,0,0,0,1,1,1,3,1,1,2,1,2,1,3,2,2,"เหนือ",3,1,0,1,1,2,2,3,1,2,1,4,3,5,2,1,2,1,1,NA,2,2,3,53.7912595180368
"785",785,"มหาวิทยาลัย","อิสาน",7,7,0,3,0,1,1,0,0,1,1,3,2,1,3,2,NA,4,5,2,3,"กลาง",2,1,0,1,0,2,2,3,2,2,2,3,3,4,5,3,2,1,1,36.6018790113127,2,1,2,NA
"786",786,"มหาวิทยาลัย","อิสาน",6,1,5,2,0,1,0,0,1,1,1,3,2,1,1,1,2,2,3,2,3,"กลาง",1,1,0,NA,1,1,2,3,1,1,2,3,4,3,5,3,1,1,1,42.254447567403,2,2,3,51.3858045411206
"787",787,"มหาวิทยาลัย","อิสาน",6,6,0,4,0,0,0,0,1,1,0,3,2,2,3,1,2,3,3,2,3,"อิสาน",1,1,0,1,1,1,NA,2,2,2,2,4,4,4,5,3,2,1,2,39.6911087896395,2,2,2,34.6907030492513
"788",788,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,3,1,2,2,1,1,2,1,1,4,"อิสาน",3,1,0,1,1,1,3,2,NA,2,2,5,3,3,5,1,2,1,1,44.1458177066964,2,2,1,41.7904229563632
"789",789,"มหาวิทยาลัย","อิสาน",6,6,0,2,1,1,1,0,1,1,1,3,1,2,3,1,2,3,3,2,3,"กลาง",1,1,1,1,1,1,3,NA,2,3,2,3,3,3,3,5,1,3,2,50.1286390632684,1,1,1,32.9718128345554
"790",790,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,1,1,0,0,0,1,3,2,1,2,1,3,2,1,1,4,"เหนือ",1,1,0,1,0,1,2,3,1,1,2,3,3,3,5,5,1,1,2,36.4631189949732,1,1,1,48.0502900197452
"791",791,"มหาวิทยาลัย","อิสาน",5,5,0,4,0,0,1,0,1,1,1,3,1,1,2,1,2,3,4,1,4,"กลาง",2,0,0,1,0,1,1,3,1,1,1,4,3,3,4,5,1,2,1,30.5622141539053,1,2,3,44.4938472272343
"792",792,"มหาวิทยาลัย","อิสาน",5,0,5,2,0,0,0,0,0,0,0,3,1,1,1,1,3,1,1,1,5,"เหนือ",3,1,0,1,0,1,3,1,1,1,NA,4,3,2,5,5,1,1,1,29.7213191030304,1,2,1,25.4724082524614
"793",793,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,0,0,1,0,0,3,1,1,1,1,3,2,1,2,3,"เหนือ",2,1,0,1,1,2,3,3,2,2,1,5,3,3,4,2,1,1,2,28.1732522552896,1,2,1,39.9155998695604
"794",794,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,0,0,0,1,0,1,3,2,2,4,2,1,1,1,2,4,"เหนือ",1,1,NA,1,1,2,3,3,2,2,2,3,3,3,3,3,1,2,2,45.3717123423627,1,2,1,40.2041296512582
"795",795,"มหาวิทยาลัย","อิสาน",8,7,1,3,1,0,1,0,1,1,1,3,2,3,2,NA,3,3,3,2,2,"อิสาน",2,1,1,1,1,2,3,2,3,2,2,4,4,4,2,2,1,2,1,41.5525717731413,1,1,2,35.9738918559697
"796",796,"มหาวิทยาลัย","อิสาน",6,1,5,2,0,0,1,0,0,1,0,3,2,2,3,1,5,NA,4,1,2,"เหนือ",1,1,0,1,1,1,2,3,2,2,2,3,3,3,2,3,1,2,2,44.6108177515712,3,1,3,48.9566422342883
"797",797,"มหาวิทยาลัย","อิสาน",7,6,1,5,1,0,1,0,0,1,1,3,1,NA,2,2,3,5,5,2,5,"อิสาน",2,1,1,1,0,2,2,2,2,2,1,4,3,4,1,3,1,2,1,30.4685775077362,3,3,2,46.4836660017382
"798",798,"มหาวิทยาลัย","อิสาน",4,4,0,3,0,1,0,0,1,1,1,3,1,1,2,2,2,2,2,1,5,"เหนือ",1,1,1,1,0,1,3,2,2,2,2,3,3,5,3,1,3,3,2,NA,2,1,2,43.257672869552
"799",799,"มหาวิทยาลัย","อิสาน",5,5,0,3,0,1,1,0,1,1,1,3,1,1,1,1,5,3,3,1,5,"อิสาน",1,1,1,1,0,1,3,2,2,2,3,3,4,5,2,NA,2,3,1,45.3420901309178,2,2,2,42.2968734280874
"800",800,"มหาวิทยาลัย","อิสาน",8,4,4,2,0,1,0,0,0,1,1,3,1,1,2,1,4,3,4,1,2,"เหนือ",2,1,0,1,0,2,2,3,1,1,1,4,4,5,1,5,1,1,1,23.2435510539026,1,1,1,30.4907577908622
"801",801,"มหาวิทยาลัย","อิสาน",7,7,0,2,0,0,1,1,0,1,0,3,1,1,1,1,1,1,2,1,4,"เหนือ",3,1,0,1,1,1,2,2,1,1,2,5,3,4,3,5,1,1,2,40.9105619028619,1,3,3,37.4515610572095
"802",802,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,1,1,1,1,1,1,3,2,4,2,2,2,2,3,2,4,"เหนือ",1,1,1,1,0,1,3,2,3,2,3,3,4,4,3,4,1,1,1,33.155623228318,2,2,1,40.565951533737
"803",803,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,1,0,0,0,1,0,3,1,1,1,1,5,5,4,2,5,"อิสาน",1,1,0,1,0,1,2,3,1,1,2,3,3,4,3,4,1,1,1,38.7797759208952,2,2,2,36.5527402323981
"804",804,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,0,0,0,1,1,0,3,1,NA,2,1,5,5,5,1,3,"เหนือ",1,1,0,1,0,2,3,3,3,2,2,3,3,5,2,3,2,1,3,38.8338672338858,1,1,1,51.2968828065439
"805",805,"มหาวิทยาลัย","อิสาน",5,0,5,1,0,0,0,0,0,0,0,3,1,NA,1,3,1,3,1,1,3,"เหนือ",3,1,1,1,0,1,3,3,2,1,2,5,4,3,5,4,1,1,NA,38.3105941053633,1,2,2,47.2553876476248
"806",806,"มหาวิทยาลัย","อิสาน",7,6,1,3,1,1,0,0,0,1,1,3,1,3,1,1,1,1,1,2,2,"ใต้",2,1,0,1,1,2,2,3,2,2,3,3,3,2,2,1,2,2,2,43.2982231919445,2,2,2,40.4634232892225
"807",807,"มหาวิทยาลัย","อิสาน",8,0,8,1,0,0,0,0,0,0,0,3,2,1,3,1,4,2,3,2,3,"เหนือ",2,1,1,1,1,2,3,3,2,1,NA,4,5,3,4,4,2,3,1,46.3592283103545,2,3,3,38.8968775071078
"808",808,"มหาวิทยาลัย","อิสาน",6,5,1,2,0,0,0,0,1,1,0,3,2,2,2,2,3,1,2,2,4,"กลาง",1,1,0,1,1,1,1,3,2,1,2,NA,4,2,4,1,1,1,1,35.3016243126873,2,2,2,43.1659619455354
"809",809,"มหาวิทยาลัย","อิสาน",6,5,1,3,0,1,1,0,1,1,1,3,1,1,1,1,3,2,1,2,4,"เหนือ",1,1,1,1,1,1,3,2,2,2,3,3,4,4,1,5,1,1,2,32.6469342656239,3,3,3,36.8101808496952
"810",810,"มหาวิทยาลัย","อิสาน",7,4,3,2,1,1,1,1,0,1,1,3,2,1,1,2,NA,5,5,1,5,"เหนือ",2,1,0,NA,1,1,3,2,1,2,2,3,3,3,4,2,1,1,1,36.1538745020066,3,2,2,44.3306367696408
"811",811,"มหาวิทยาลัย","อิสาน",6,6,0,3,1,0,1,1,1,1,1,3,2,2,3,1,1,1,2,2,5,"ใต้",3,1,0,1,1,1,2,3,2,2,3,3,3,3,1,3,1,1,1,20.3349869157256,1,NA,1,36.449991667374
"812",812,"มหาวิทยาลัย","อิสาน",6,6,0,3,0,1,1,0,1,1,1,3,2,2,2,1,2,2,4,1,5,"เหนือ",1,1,1,NA,1,1,2,2,3,3,3,3,3,4,1,2,2,3,2,49.267378682513,1,1,3,34.5776701184503
"813",813,"มหาวิทยาลัย","อิสาน",7,6,1,3,1,0,1,0,0,1,0,3,2,2,2,2,5,4,4,1,4,"กลาง",2,1,0,1,1,2,2,3,2,1,2,4,4,3,1,5,2,1,1,33.7277653161548,2,1,1,28.2233121839259
"814",814,"มหาวิทยาลัย","อิสาน",7,6,1,5,1,1,0,0,1,1,1,3,1,1,3,2,2,4,3,1,4,"ใต้",2,1,0,1,NA,1,3,2,2,2,2,3,3,3,4,2,2,3,2,62.9440439914259,2,1,1,47.9368369915278
"815",815,"มหาวิทยาลัย","อิสาน",6,1,5,1,1,0,0,1,1,0,1,3,1,1,1,2,3,2,3,1,4,"เหนือ",1,1,0,1,0,2,1,1,1,1,1,3,3,4,4,1,1,1,1,40.3112718640366,1,1,1,29.3780485182769
"816",816,"มหาวิทยาลัย","อิสาน",7,7,0,3,1,0,0,1,1,1,0,3,1,1,2,1,1,1,1,1,4,"เหนือ",2,1,0,1,1,2,2,3,3,2,2,3,4,4,3,2,1,1,1,27.304875320544,3,2,2,42.3785848790112
"817",817,"มหาวิทยาลัย","อิสาน",6,0,6,2,0,0,0,0,0,0,0,3,2,2,3,1,1,3,2,1,2,"เหนือ",2,1,0,1,0,1,2,1,1,2,1,4,3,NA,5,3,1,1,1,32.8186814391879,2,2,2,50.3578063795504
"818",818,"มหาวิทยาลัย","อิสาน",5,1,4,2,0,0,1,1,0,1,1,3,1,1,2,1,1,1,2,1,3,"เหนือ",1,1,0,1,0,2,2,1,1,2,1,4,5,4,2,2,1,1,1,35.1997628759913,1,2,2,42.9400182067243
"819",819,"มหาวิทยาลัย","อิสาน",6,0,6,1,0,0,0,0,0,0,0,3,2,4,4,2,4,4,3,2,5,"อิสาน",1,1,0,1,0,2,2,1,2,2,1,NA,3,4,1,3,1,1,1,35.5939052475002,3,3,3,36.6939472866016
"820",820,"มหาวิทยาลัย","อิสาน",7,7,0,5,0,0,1,1,0,0,0,3,2,1,1,2,3,3,2,1,3,"เหนือ",2,1,1,NA,1,1,2,3,2,3,2,3,5,4,5,3,1,1,1,21.4165675193066,1,1,1,30.8243926882504
"821",821,"มหาวิทยาลัย","ใต้",6,0,6,2,0,0,0,0,0,0,0,3,2,2,3,NA,1,3,3,1,5,"เหนือ",1,1,0,1,1,1,3,1,1,1,1,3,4,3,3,2,1,1,1,41.4229754459472,1,1,2,41.5115470596945
"822",822,"มหาวิทยาลัย","ใต้",7,7,0,3,1,0,1,0,1,0,1,3,1,1,1,3,2,2,2,2,3,"เหนือ",1,1,1,1,1,NA,3,2,2,2,1,5,5,3,2,1,2,2,1,45.1880717443917,1,2,1,44.819423067013
"823",823,"มหาวิทยาลัย","ใต้",5,1,4,2,1,0,1,0,1,1,1,3,2,1,2,2,2,3,2,2,3,"เหนือ",2,1,1,1,1,1,3,2,3,3,2,5,4,5,1,1,1,1,1,34.7660976278953,2,3,1,45.2495291112537
"824",824,"มหาวิทยาลัย","ใต้",6,2,4,2,1,0,1,0,0,1,1,3,1,1,1,3,1,3,1,1,4,"อิสาน",3,1,0,1,1,1,3,2,2,2,2,4,4,4,4,3,1,1,1,29.0290281678507,2,2,2,32.4201825685564
"825",825,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,2,1,2,3,2,NA,2,2,3,"เหนือ",2,1,1,1,1,1,3,3,2,2,2,3,3,3,1,4,1,2,1,35.4282833649727,2,2,2,51.6388129101709
"826",826,"มหาวิทยาลัย","ใต้",7,7,0,2,0,0,1,1,1,0,0,3,1,1,1,2,3,3,3,2,3,"เหนือ",1,1,1,1,1,1,3,2,4,3,3,3,4,5,NA,4,1,1,2,34.6251355722504,2,1,1,29.3715934640575
"827",827,"มหาวิทยาลัย","ใต้",6,4,2,3,0,1,0,0,1,1,1,3,1,1,1,1,5,3,4,1,5,"กลาง",1,1,1,1,1,1,3,2,3,2,2,3,5,3,5,1,2,2,1,33.821590661569,1,2,1,35.0404493047855
"828",828,"มหาวิทยาลัย","ใต้",7,6,1,4,1,1,0,0,1,1,1,3,2,3,2,2,3,1,1,1,2,"ใต้",1,1,1,1,1,1,2,2,NA,3,4,3,3,3,2,3,1,2,2,30.7689515784015,1,1,2,32.8425137764244
"829",829,"มหาวิทยาลัย","ใต้",5,5,0,3,1,0,0,0,1,1,1,3,1,NA,1,1,1,1,3,1,5,"เหนือ",1,1,0,1,1,1,2,2,2,2,3,3,3,3,4,5,1,1,2,30.9484691393736,2,2,1,46.8007378832808
"830",830,"มหาวิทยาลัย","ใต้",7,0,7,1,0,0,0,0,0,0,0,3,2,4,2,1,NA,5,5,2,4,"เหนือ",1,1,0,1,1,1,2,3,1,2,1,4,2,3,5,1,1,1,2,32.9531524517221,1,2,3,37.7445099356085
"831",831,"มหาวิทยาลัย","ใต้",8,0,8,1,0,0,0,0,0,0,0,3,2,1,3,1,3,3,3,1,2,"เหนือ",1,1,1,NA,1,2,3,3,2,1,1,3,3,3,1,3,1,1,1,34.8699685034335,1,2,2,39.6179566510391
"832",832,"มหาวิทยาลัย","ใต้",5,1,4,1,1,1,1,0,0,1,0,3,1,1,2,3,3,2,NA,1,2,"เหนือ",1,1,0,1,1,2,3,3,2,2,2,4,3,4,1,2,2,1,2,28.0115245505629,1,2,3,41.3696643534229
"833",833,"มหาวิทยาลัย","ใต้",7,6,1,4,1,1,1,0,1,1,1,3,3,2,4,2,1,2,1,2,3,"เหนือ",2,1,0,1,NA,1,3,2,3,3,2,3,4,3,4,5,1,2,1,52.1188511805285,2,1,1,36.90663520819
